# word	clue	clue_type	freq
# Derived from dwyl/english-words (Unlicense) and Webster's
# 1913 via matthewreagan/WebstersEnglishDictionary (public
# domain). Regenerate with scripts/build_bank.py.
CALCIUM	An elementary substance	definition	90
CALDRON	A large kettle or boiler of copper, brass, or iron	definition	11
CALIBER	The diameter of the bore, as a cannon or other firearm, or of any tube	definition	18
CALIPEE	A part of a turtle which is attached to the lower shell	definition	1
CALOMEL	Mild chloride of mercury, Hg	proper	8
CALORIE	The unit of heat according to the Frensc standard	proper	1
CALOTTE	A close cap without visor or brim	definition	2
CALOYER	A monk of the Greek Church	proper	1
CALUMET	A kind of pipe, used by the North American Indians for smoking tobacco	proper	1
CALVARY	The place where Christ was crucified, on a small hill outside of Jerusalem	proper	3
CAMBRIC	A fine, thin, and white fabric made of flax or linen	definition	11
CAMMOCK	A plant having long hard, crooked roots, the Ononis spinosa	proper	1
CANAKIN	A little can or cup	definition	2
CANDENT	Heated to whiteness	definition	1
CANDIED	Preserved in or with sugar	definition	9
CANDOCK	A plant or weed that grows in rivers	definition	1
CANNULA	A small tube of metal, wood, or India rubber, used for various purposes, esp	proper	3
CANONRY	A benefice or prebend in a cathedral or collegiate church	definition	2
CANOPUS	A star of the first magnitude in the southern constellation Argo	proper	1
CANTATA	A poem set to music	definition	4
CANTEEN	A vessel used by soldiers for carrying water, liquor, or other drink	definition	3
CANTHUS	The corner where the upper and under eyelids meet on each side of the eye	definition	1
CANTING	Speaking in a whining tone of voice	definition	12
CANTRED	A district comprising a hundred villages, as in Wales	proper	1
CAPCASE	A small traveling case or bandbox	definition	1
CAPELLA	A brilliant star in the constellation Auriga	proper	3
CAPRICE	An abrupt change in feeling, opinion, or action, proceeding from some whim or fancy	definition	24
CAPRINE	Of or pertaining to a goat	definition	1
CAPSIZE	To upset or overturn, as a vessel or other body	definition	3
CAPTIVE	A prisoner taken by force or stratagem, esp., by an enemy, in war	definition	30
CAPTURE	The act of seizing by force, or getting possession of by superior power or by stratagem	definition	44
CARABUS	A genus of ground beetles, including numerous species	definition	1
CARAVEL	A name given to several kinds of vessels	definition	3
CARBINE	A short, light musket or rifle, esp	definition	6
CARCASS	A dead body, whether of man or beast	definition	17
CARDING	The act or process of preparing staple for spinning, etc., bycarding it	definition	21
CARLINE	A silver coin once current in some parts of Italy, worth about seven cents	proper	1
CARLING	A short timber running lengthwise of a ship, from one transverse desk beam to another	definition	1
CARMINE	A rich red or crimson color with a shade of purple	definition	12
CARNAGE	Flesh of slain animals or men	definition	6
CARNATE	Invested with, or embodied in, flesh	definition	1
CARNOSE	Of a pertaining to flesh	definition	2
CARNOUS	Of a pertaining to flesh	definition	1
CAROLUS	An English gold coin of the value of twenty or twenty-three shillings	proper	1
CAROTIC	Of or pertaining to stupor	definition	1
CAROTTE	A cylindrical roll of tobacco	definition	1
CASCADE	A fall of water over a precipice, as in a river or brook	proper	9
CASEOUS	Of, pertaining to, or resembling, cheese	definition	3
CASSINO	A game at cards, played by two or more persons, usually for twenty-one points	definition	2
CATAWBA	A well known light red variety of American grape	proper	4
CATCHUP	A table sauce made from mushrooms, tomatoes, walnuts, etc	definition	4
CATFISH	A name given in the United States to various species of siluroid fishes	proper	9
CAUDATE	Having a taill	definition	1
CAVALRY	That part of military force which serves on horseback	definition	64
CAVETTO	A concave molding	definition	1
CAVIARE	The roes of the sturgeon, prepared and salted	definition	5
CAZIQUE	A chief or petty king among some tribes of Indians in America	proper	1
CENTARE	A measure of area, the hundredth part of an are	definition	1
CENTAUR	A fabulous being, represented as half man and half horse	definition	3
CENTIME	The hundredth part of a franc	definition	2
CENTNER	A weight divisible first into a hundred parts, and then into smaller parts	definition	1
CENTRUM	The body, or axis, of a vertebra	definition	9
CEPHEUS	A northern constellation near the pole	definition	1
CERAMIC	Of or pertaining to pottery	definition	6
CERASIN	A white amorphous substance, the insoluble part of cherry gum	definition	1
CEROTIC	Pertaining to, or derived from, beeswax or Chinese wax	proper	3
CERTAIN	Assured in mind	definition	2349
CERTIFY	To give cetain information to	definition	5
CERUMEN	The yellow, waxlike secretion from the glands of the external ear	definition	3
CETACEA	An order of marine mammals, including the whales	definition	13
CETYLIC	Of, pertaining to, or derived from, spermaceti	definition	2
CHAFING	The act of rubbing, or wearing by friction	definition	18
CHALLIS	A soft and delicate woolen, or woolen and silk, fabric, for ladies' dresses	definition	1
CHAMADE	A signal made for a parley by beat of a drum	definition	1
CHANCRE	A venereal sore or ulcer	definition	6
CHANNEL	The hollow bed where a stream of water runs or may run	definition	139
CHANTEY	A sailor's song	definition	1
CHAPEAU	Hat or covering for the head	definition	1
CHAPLET	A garland or wreath to be worn on the head	definition	9
CHARIOT	A two-wheeled car or vehicle for war, racing, state processions, etc	proper	50
CHARMEL	A fruitful field	definition	1
CHARNEL	Containing the bodies of the dead	definition	6
CHASTEN	To correct by punishment	definition	11
CHATEAU	A castle or a fortress in France	proper	1
CHATTER	To utter sounds which somewhat resemble language, but are inarticulate and indistinct	definition	25
CHEAPLY	At a small price	definition	3
CHELURA	A genus of marine amphipod crustacea, which bore into and sometimes destroy timber	definition	1
CHEMISE	A shift, or undergarment, worn by women	definition	4
CHERISH	To treat with tenderness and affection	definition	31
CHEROOT	A kind of cigar, originally brought from Mania, in the Philippine Islands	proper	2
CHICKEN	A young bird or fowl, esp	definition	50
CHIEFLY	In the first place	definition	656
CHOLEIC	Pertaining to, or obtained from, bile	definition	1
CHOLTRY	A Hindoo caravansary	proper	1
CHORDEE	A painful erection of the penis, usually with downward curvature, occurring in gonorrhea	definition	2
CHRONIC	Relating to time	definition	38
CIRROSE	Bearing a tendril or tendrils	definition	4
CISTERN	An artificial reservoir or tank for holding water, beer, or other liquids	definition	21
CITHARA	An ancient instrument resembling the harp	definition	2
CLABBER	Milk curdled so as to become thick	definition	2
CLAMBER	To climb with difficulty, or with hands and feet	definition	3
CLANGOR	A sharp, harsh, ringing sound	definition	4
CLARION	A kind of trumpet, whose note is clear and shrill	definition	5
CLASTIC	Pertaining to what may be taken apart	definition	1
CLATTER	To make a rattling sound by striking hard bodies together	definition	7
CLAVIER	The keyboard of an organ, pianoforte, or harmonium	definition	2
CLEMENT	Mild in temper and disposition	definition	12
CLINKER	A mass composed of several bricks run together by the action of the fire in the kiln	definition	10
CLOTHES	Covering for the human body	definition	162
CLUSTER	A number of things of the same kind growing together	definition	77
CLYSTER	A liquid injected into the lower intestines by means of a syringe	definition	6
CNEMIAL	Pertaining to the shin bone	definition	1
COAGENT	An associate in an act	definition	1
COBBLER	A mender of shoes	definition	10
COCKADE	A badge, usually in the form of a rosette, or knot, and generally worn upon the hat	definition	2
COCKEYE	A squinting eye	definition	2
COCKLED	Inclosed in a shell	definition	1
COCKNEY	An effeminate person	definition	5
COCKSHY	A game in which trinkets are set upon sticks, to be thrown at by the players	definition	1
CODEINE	One of the opium alkaloids	definition	1
CODFISH	A kind of fish	definition	20
CODICIL	A clause added to a will	definition	3
CODLING	An apple fit to stew or coddle	definition	4
COELIAC	Relating to the abdomen, or to the cavity of the abdomen	definition	2
COEQUAL	Being on an equality in rank or power	definition	1
COEXIST	To exist at the same time	definition	1
COGNATE	Allied by blood	definition	9
COGNIZE	To know or perceive	definition	1
COGWARE	A coarse, narrow cloth, like frieze, used by the lower classes in the sixteenth century	definition	1
COHABIT	To inhabit or reside in company, or in the same place or country	definition	5
COINAGE	The act or process of converting metal into money	definition	18
COITION	A coming together	definition	5
COLITIS	An inflammation of the large intestine, esp	definition	1
COLLOID	Resembling glue or jelly	definition	6
COLLUDE	To have secretly a joint part or share in an action	definition	1
COLOGNE	A perfumed liquid, composed of alcohol and certain aromatic oils, used in the toilet	definition	5
COLONEL	The chief officer of a regiment	definition	24
COLUBER	A genus of harmless serpents	definition	2
COMFREY	A rough, hairy, perennial plant of several species, of the genus Symphytum	proper	6
COMICAL	Relating to comedy	definition	12
COMITIA	A public assembly of the Roman people for electing officers or passing laws	proper	2
COMMUNE	To converse together with sympathy and confidence	definition	13
COMPETE	To contend emulously	definition	8
COMPLOT	A plotting together	definition	3
COMPONY	Divided into squares of alternate tinctures in a single row	definition	3
COMRADE	A mate, companion, or associate	definition	15
CONACRE	To underlet a proportion of, for a single crop	definition	1
CONATUS	A natural tendency inherent in a body to develop itself	definition	2
CONCEAL	To hide or withdraw from observation	definition	78
CONCEDE	To yield or suffer	definition	15
CONCERT	To plan together	definition	39
CONCISE	Expressing much in a few words	definition	29
CONDEMN	To pronounce to be wrong	definition	32
CONDUIT	A pipe, canal, channel, or passage for conveying water or fluid	definition	13
CONDYLE	A bony prominence	definition	8
CONFESS	To make acknowledgment or avowal in a matter pertaining to one's self	definition	40
CONFIRM	To make firm or firmer	definition	41
CONFLUX	A flowing together	definition	2
CONFORM	Of the same form	definition	44
CONFUTE	To overwhelm by argument	definition	13
CONGEAL	To change from a fluid to a solid state by cold	proper	17
CONGIUS	A liquid measure containing about three quarts	definition	3
CONICAL	Having the form of, or resembling, a geometrical cone	definition	109
CONIFER	A tree or shrub bearing cones	definition	6
CONJOIN	To join together	definition	7
CONJURE	To call on or summon by a sacred name or in solemn manner	definition	5
CONNATE	Born with another	definition	5
CONNECT	To join, or fasten together, as by something intervening	definition	73
CONNOTE	To mark along with	definition	3
CONQUER	To gain or acquire by force	definition	34
CONSOLE	To cheer in distress or depression	definition	13
CONSOLS	The leading British funded government security	proper	1
CONSULT	To seek the opinion or advice of another	definition	13
CONSUME	To destroy, as by decomposition, dissipation, waste, or fire	definition	36
CONTACT	A close union or junction of bodies	definition	156
CONTORT	To twist, or twist together	definition	3
CONTOUR	The outline of a figure or body, or the line or lines representing such an outline	definition	15
CONTUSE	To beat, pound, or together	definition	1
CONVOKE	To call together	definition	4
COPIOUS	Large in quantity or amount	definition	39
COPPICE	A grove of small growth	definition	6
CORANTO	A sprightly but somewhat stately dance, now out of fashion	definition	4
COROLLA	The inner envelope of a flower	definition	76
CORONET	An ornamental or honorary headdress, having the shape and character of a crown	definition	20
CORRECT	Set right, or made straight	definition	136
CORRODE	To eat away by degrees	definition	10
CORRUPT	Changed from a sound to a putrid state	proper	113
CORSAGE	The waist or bodice of a lady's dress	definition	2
COSTARD	An apple, large and round like the head	definition	1
COSTUME	Dress in general	definition	27
COTHURN	A buskin anciently used by tragic actors on the stage	definition	4
COTIDAL	Marking an equality in the tides	definition	1
COULOMB	The standard unit of quantity in electrical measurements	definition	4
COUNCIL	An assembly of men summoned or convened for consultation, deliberation, or advice	definition	142
COUNTER	A prefix meaning contrary, opposite, in opposition	definition	68
COUNTRY	A tract of land	definition	700
COUPLET	Two taken together	definition	10
COURANT	Represented as running	definition	1
COURIER	A messenger sent with haste to convey letters or dispatches, usually on public busuness	abbrev	14
COURLAN	A South American bird, of the genus Aramus, allied to the rails	proper	1
COWBANE	A poisonous umbelliferous plant	definition	1
COWHIDE	The hide of a cow	definition	3
COWLIKE	Resembling a cow	definition	2
COYNESS	The quality of being coy	definition	8
CRABBED	Characterized by or manifesting, sourness, peevishness, or moroseness	definition	14
CRANIUM	The skull of an animal	definition	42
CRAUNCH	To crush with the teeth	definition	3
CRAVING	Vehement or urgent desire	definition	21
CREATIC	Relating to, or produced by, flesh or animal food	definition	2
CREATIN	A white, crystalline, nitrogenous substance found abundantly in muscle tissue	definition	6
CRENATE	Having the margin cut into rounded teeth notches, or scallops	definition	7
CRICKET	An orthopterous insect of the genus Gryllus, and allied genera	proper	58
CRICOID	Resembling a ring	definition	3
CRIMSON	A deep red color tinged with blue	definition	65
CRINGLE	A withe for fastening a gate	definition	4
CRINITE	Having the appearance of a tuft of hair	definition	2
CRINKLE	To form with short turns, bends, or wrinkles	definition	2
CRISSUM	That part of a bird, or the feathers, surrounding the cloacal opening	definition	1
CROCHET	A kind of knitting done by means of a hooked needle, with worsted, silk, or cotton	definition	2
CROWBAR	A bar of iron sharpened at one end, and used as a lever	definition	7
CROWTOE	The Lotus corniculatus	proper	2
CRUCIAL	Having the form of a cross	definition	3
CRUCIFY	To fasten to a cross	definition	3
CRULLER	A kind of sweet cake cut in strips and curled or twisted, and fried crisp in boiling fat	definition	1
CRUMBLE	To break into small pieces	definition	5
CRUMPLE	To draw or press into wrinkles or folds to crush together	definition	3
CRUNODE	A point where one branch of a curve crosses another branch	definition	2
CRUPPER	The buttocks or rump of a horse	definition	3
CRUSADO	An old Portuguese coin, worth about seventy cents	proper	2
CUBHOOD	The state of being a cub	proper	1
CUBICAL	Having the form or properties of a cube	definition	19
CUCKOLD	A man whose wife is unfaithful	definition	14
CUIRASS	A piece of defensive armor, covering the body from the neck to the girdle	definition	11
CULVERT	A transverse drain or waterway of masonry under a road, railroad, canal, etc	definition	1
CUMULUS	One of the four principal forms of clouds	definition	3
CUNETTE	A drain trench, in a ditch or moat	definition	1
CUPRITE	The red oxide of copper	definition	3
CUPROUS	Of, pertaining to, or derived from, copper	definition	2
CURABLE	Capable of being cured	definition	5
CURRISH	Having the qualities, or exhibiting the characteristics, of a cur	definition	7
CURSHIP	The state of being a cur	proper	1
CURTAIL	To cut off the end or tail, or any part, of	definition	16
CURTATE	Shortened or reduced	definition	3
CUSTODY	A keeping or guarding	definition	57
CUTAWAY	Having a part cut off or away	definition	1
CUTICLE	The scarfskin or epidermis	definition	21
CUTLASS	A short, heavy, curving sword, used in the navy	definition	10
CUTTING	The act or process of making an incision, or of severing, felling, shaping, etc	definition	410
CYNICAL	Having the qualities of a surly dog	definition	9
CYPRESS	A coniferous tree of the genus Cupressus	proper	20
CZARINA	The title of the empress of Russia	proper	5
DACOITY	The practice of gang robbery in India	proper	2
DAMMARA	An oleoresin used in making varnishes	definition	5
DAPPLED	Marked with spots of different shades of color	definition	7
DARLING	One dearly beloved	definition	23
DATABLE	That may be dated	definition	1
DATARIA	Formerly, a part of the Roman chancery	proper	1
DAUPHIN	The title of the eldest son of the king of France, and heir to the crown	proper	8
DAYBOOK	A journal of accounts	definition	2
DAYSMAN	An umpire or arbiter	definition	1
DAYTIME	The time during which there is daylight, as distinguished from the night	definition	15
DEBASED	Turned upside down from its proper position	definition	17
DEBAUCH	To lead away from purity or excellence	definition	13
DEBEIGE	A kind of woolen or mixed dress goods	definition	1
DECAGON	A plane figure having ten sides and ten angles	definition	2
DECANAL	Pertaining to a dean or deanery	definition	3
DECAPOD	A crustacean with ten feet or legs, as a crab	definition	17
DECAYED	Fallen, as to physical or social condition	definition	37
DECEASE	Departure, especially departure from this life	definition	19
DECIDED	Free from ambiguity	definition	48
DECLAIM	To speak rhetorically	definition	4
DECLINE	To bend, or lean downward	definition	65
DECOLOR	To deprive of color	definition	1
DECORUM	Propriety of manner or conduct	definition	22
DEFAULT	A failing or failure	definition	13
DEFLECT	To cause to turn aside	definition	11
DEFRAUD	To deprive of some right, interest, or property, by a deceitful device	definition	24
DEFUNCT	Having finished the course of life	definition	1
DEIFIED	Honored or worshiped as a deity	definition	8
DELAINE	A kind of fabric for women's dresses	definition	2
DELEBLE	Capable of being blotted out or erased	definition	1
DELPHIN	Pertaining to the dauphin of France	proper	3
DEMIGOD	A half god, or an inferior deity	definition	7
DEMOTIC	Of or pertaining to the people	definition	5
DENTARY	Pertaining to, or bearing, teeth	definition	1
DENTINE	The dense calcified substance of which teeth are largely composed	definition	10
DEPLETE	To empty or unload, as the vessels of human system, by bloodletting or by medicine	definition	2
DERANGE	To put out of place, order, or rank	definition	15
DESPAIR	To be hopeless	definition	48
DESPISE	To look down upon with disfavor or contempt	definition	33
DESSERT	A service of pastry, fruits, or sweetmeats, at the close of a feast or entertainment	definition	7
DESTINE	To determine the future condition or application of	definition	5
DETINUE	A person or thing detained	definition	2
DEVELOP	To free from that which infolds or envelops	definition	58
DEVIOUS	Out of a straight line	definition	5
DEVOLVE	To roll onward or downward	definition	5
DEVOTED	Consecrated to a purpose	definition	131
DEXTRAL	Right, as opposed to sinistral, or left	definition	3
DIAGRAM	A figure or drawing made to illustrate a statement, or facilitate a demonstration	definition	39
DIALECT	Means or mode of expressing thoughts	definition	62
DIARCHY	A form of government in which the supreme power is vested in two persons	definition	1
DICTATE	To tell or utter so that another may write down	definition	9
DICTION	Choice of words for the expression of ideas	definition	23
DIFFORM	Irregular in form	definition	1
DIFFUSE	To pour out and cause to spread, as a fluid	definition	38
DIGGERS	A degraded tribe of California Indians	proper	1
DIGRAPH	Two signs or characters combined to express a single articulated sound	definition	6
DIGYNIA	A Linnæan order of plants having two styles	proper	2
DILUTED	Reduced in strength	definition	17
DIMNESS	The state or quality 2	proper	16
DIOCESE	The circuit or extent of a bishop's jurisdiction	definition	31
DIOECIA	A Linnæan class of plants having the stamens and pistils on different plants	proper	2
DIOPTRE	A unit employed by oculists in numbering glasses according to the metric system	definition	2
DIPLOMA	A letter or writing, usually under seal, conferring some privilege, honor, or power	definition	4
DIPPING	The act or process of immersing	definition	30
DISAVOW	To refuse strongly and solemnly to own or acknowledge	definition	11
DISCARD	To throw out of one's hand, as superfluous cards	definition	20
DISCERN	To see and identify by noting a difference or differences	definition	31
DISEDGE	To deprive of an edge	definition	1
DISHORN	To deprive of horns	definition	2
DISROBE	To divest of a robe	definition	5
DISSECT	To divide into separate parts	definition	4
DISSENT	To differ in opinion	definition	18
DISTAIN	To tinge with a different color from the natural or proper one	definition	1
DISTICH	A couple of verses or poetic lines making complete sense	definition	3
DISTYLE	Having two columns in front	definition	1
DIURNAL	Relating to the daytime	definition	22
DIVERGE	To extend from a common point in different directions	definition	6
DOCIBLE	Easily taught or managed	definition	2
DOGCART	A light one-horse carriage, commonly two-wheeled, patterned after a cart	definition	1
DOGFISH	A small shark, of many species, of the genera Mustelus, Scyllium, Spinax, etc	proper	18
DOLCINO	A small bassoon, formerly much used	definition	1
DONGOLA	A government of Upper Egypt	proper	1
DORHAWK	The European goatsucker	proper	2
DOUBLET	Two of the same kind	definition	14
DOUCEUR	Gentleness and sweetness of manner	definition	1
DOWAGER	A widow endowed, or having a jointure	definition	5
DRAGNET	A net to be drawn along the bottom of a body of water, as in fishing	definition	6
DRAGOON	Formerly, a soldier who was taught and armed to serve either on horseback or on foot	definition	6
DRASTIC	Acting rapidly and violently	definition	7
DRAWBOY	A boy who operates the harness cords of a hand loom	definition	1
DRAWING	The act of pulling, or attracting	definition	336
DRIVING	Having great force of impulse	definition	143
DRIZZLE	To rain slightly in very small drops	definition	5
DRIZZLY	Characterized by small rain, or snow	definition	1
DROMOND	In the Middle Ages, a large, fast-sailing galley, or cutter	proper	2
DRUNKEN	Overcome by strong drink	definition	33
DRYNESS	The state of being dry	proper	21
DUALITY	The quality or condition of being two or twofold	definition	4
DUBIOUS	Doubtful or not settled in opinion	definition	12
DUCHESS	The wife or widow of a duke	definition	7
DUELING	E act or practice of fighting in single combat	definition	2
DULLARD	A stupid person	definition	6
DUNGEON	A close, dark prison, commondonjon or keep of a castle, these being used as prisons	definition	13
DUNNOCK	The hedge sparrow or hedge accentor	definition	1
DURABLE	Able to endure or continue in a particular condition	definition	52
DURABLY	In a lasting manner	definition	1
DURAMEN	The heartwood of an exogenous tree	definition	2
DUTEOUS	Fulfilling duty	definition	4
DYEWOOD	Any wood from which coloring matter is extracted for dyeing	definition	6
DYSTOME	Cleaving with difficulty	definition	1
EANLING	A lamb just brought forth	definition	1
EARACHE	Ache or pain in the ear	definition	2
EARDROP	A pendant for the ear	definition	1
EARLOCK	A lock or curl of hair near the ear	definition	1
EARMARK	A mark on the ear of sheep, oxen, dogs, etc., as by cropping or slitting	definition	2
EARPICK	An instrument for removing wax from the ear	definition	1
EARSHOT	Reach of the ear	definition	2
EATABLE	Capable of being eaten	definition	8
EBONITE	A hard, black variety of vulcanite	definition	3
ECHIDNA	A monster, half maid and half serpent	definition	5
ECONOMY	The management of domestic affairs	definition	67
ECTERON	The external layer of the skin and mucous membranes	definition	1
ECTOPIA	A morbid displacement of parts, especially such as is congenial	definition	2
EDENITE	A variety of amphibole	definition	1
EGOTISM	The practice of too frequently using the word I	proper	11
ELATION	A lifting up by success	definition	4
ELEGANT	Very choice, and hence, pleasing to good taste	definition	92
ELLAGIC	Pertaining to, or derived from, gallnuts or gallic acid	definition	1
ELLWAND	Formerly, a measuring rod an ell long	definition	1
ELUSIVE	Tending to elude	definition	3
ELUSORY	Tending to elude or deceive	definition	1
ELYSIAN	Pertaining, or the abode of the blessed after death	definition	4
ELYSIUM	A dwelling place assigned to happy souls after death	definition	1
EMANANT	Issuing or flowing forth	definition	3
EMBASSY	The public function of an ambassador	definition	10
EMBOLUS	Something inserted, as a wedge	definition	3
EMBOSOM	To take into, or place in, the bosom	definition	3
EMBROIL	To throw into confusion or commotion by contention or discord	definition	1
EMBROWN	To give a brown color to	definition	2
EMERALD	A precious stone of a rich green color, a variety of beryl	definition	29
EMOTION	A moving of the mind or soul	definition	104
EMPEROR	The sovereign or supreme monarch of an empire	definition	81
EMPOWER	To give authority to	definition	8
EMPRESS	The consort of an emperor	definition	15
EMULOUS	Ambitiously desirous to equal or even to excel another	definition	9
ENCHAIN	To bind with a chain	definition	4
ENCHANT	To charm by sorcery	definition	8
ENDEMIC	Peculiar to a district or particular locality, or class of persons	definition	20
ENDERON	The deep sensitive and vascular layer of the skin and mucous membranes	definition	1
ENERGIC	In a state of action	proper	2
ENFILED	Having some object, as the head of a man or beast, impaled upon it	definition	1
ENFORCE	To put force upon	definition	40
ENLIVEN	To give life, action, or motion to	definition	13
ENOMOTY	A band of sworn soldiers	definition	2
ENSLAVE	To reduce to slavery	definition	12
ENTASIS	A slight convex swelling of the shaft of a column	definition	1
ENTWINE	To twine, twist, or wreathe together or round	definition	9
ENTWIST	To twist or wreathe round	definition	2
ENVELOP	To put a covering about	definition	26
ENVENOM	To taint or impregnate with venom, or any substance noxious to life	definition	3
EPAXIAL	Above, or on the dorsal side of, the axis of the skeleton	definition	1
EPHRAIM	A hunter's name for the grizzly bear	definition	2
EPICARP	The external or outermost layer of a fructified or ripened ovary	definition	1
EPICENE	Common to both sexes	definition	2
EPIGRAM	A short poem treating concisely and pointedly of a single thought or event	definition	11
EPIHYAL	A segment next above the ceratohyal in the hyoidean arch	definition	2
EPIMERE	One of the segments of the transverse axis, or the so called homonymous parts	definition	1
EPIOTIC	The upper and outer element of periotic bone	definition	1
EPIZOIC	Living upon the exterior of another animal	definition	1
EQUERRY	A large stable or lodge for horses	definition	2
EQUITES	An order of knights holding a middle place between the senate and the commonalty	definition	1
ERELONG	Before the ere long	definition	2
EROSION	The act or operation of eroding or eating away	definition	8
EROSIVE	That erodes or gradually eats away	definition	1
ERRATIC	Having no certain course	definition	10
ERRATUM	An error or mistake in writing or printing	definition	2
ERRHINE	A medicine designed to be snuffed up the nose, to promote discharges of mucus	definition	1
ERUDITE	Characterized by extensive reading or knowledge	definition	7
ESCALOP	A bivalve shell of the genus Pecten	proper	3
ESCULIC	Pertaining to, or obtained from, the horse-chestnut	definition	1
ESERINE	An alkaloid found in the Calabar bean, and the seed of Physostigma venenosum	proper	1
ESTAFET	A courier who conveys messages to another courier	definition	1
ESTOILE	A six-pointed star whose rays are wavy, instead of straight like those of a mullet	definition	2
ESTREAT	A true copy, duplicate, or extract of an original writing or record, esp	definition	1
ETERNAL	Without beginning or end of existence	definition	89
ETHENIC	Pertaining to, derived from	definition	1
ETHICAL	Of, or belonging to, morals	definition	14
EUGENIC	Pertaining to, or derived from, cloves	definition	2
EUPHONY	A pleasing or sweet sound	definition	7
EURYALE	A genus of water lilies, growing in India and China	proper	3
EUTERPE	The Muse who presided over music	proper	3
EVENING	The latter part and close of the day, and the beginning of darkness or night	definition	113
EVIDENT	Clear to the vision	definition	61
EXALTED	Raised to lofty height	definition	52
EXAMINE	To test by any appropriate method	definition	106
EXCRETE	To separate and throw off	definition	10
EXHAUST	To draw or let out wholly	definition	67
EXIGENT	Exacting or requiring immediate aid or action	definition	2
EXOCARP	The outer portion of a fruit, as the flesh of a peach or the rind of an orange	definition	3
EXOGAMY	The custom, or tribal law, which prohibits marriage between members of the same tribe	definition	2
EXPLODE	To become suddenly expanded into a great volume of gas or vapor	definition	23
EXPRESS	Exactly representing	definition	292
EXPUNGE	To blot out, as with pen	definition	11
EXTRACT	To draw out or forth	definition	79
EXTREME	At the utmost point, edge, or border	definition	278
EYEBALL	The ball or globe of the eye	definition	26
EYEBOLT	A bolt which a looped head, or an opening in the head	definition	3
EYEBROW	The brow or hairy arch above the eye	definition	2
EYESHOT	Range, reach, or glance of the eye	definition	2
EYESORE	Something offensive to the eye or sight	definition	1
FABRILE	Pertaining to a workman, or to work in stone, metal, wood etc	definition	1
FACIEND	The multiplicand	definition	2
FACTURE	The act or manner of making or doing anything	definition	2
FALCATE	Hooked or bent like a sickle	definition	3
FALCULA	A curved and sharp-pointed claw	definition	1
FALLACY	Deceptive or false appearance	definition	11
FANFARE	A flourish of trumpets, as in coming into the lists, etc	definition	3
FANFOOT	A species of gecko having the toes expanded into large lobes for adhesion	definition	2
FANLIKE	Resembling a fan	definition	6
FANTAIL	A variety of the domestic pigeon, so called from the shape of the tail	definition	2
FARMING	Pertaining to agriculture	definition	17
FARRAGO	A mass ccomposed of various materials confusedly mixed	definition	1
FASHION	The make or form of anything	definition	134
FATALLY	In a manner proceeding from, or determined by, fate	definition	7
FATIGUE	Weariness from bodily labor or mental exertion	definition	44
FATNESS	The quality or state of being fat, plump, or full-fed	proper	16
FATUITY	Weakness or imbecility of mind	definition	5
FATUOUS	Feeble in mind	definition	4
FEARFUL	Full of fera, apprehension, or alarm	definition	39
FEBRILE	Pertaining to fever	definition	17
FEDERAL	Pertaining to a league or treaty	definition	20
FEEDING	The act of eating, or of supplying with food	definition	117
FEELING	Possessing great sensibility	definition	331
FEIGNED	Not real or genuine	definition	27
FELUCCA	A small, swift-sailing vessel, propelled by oars and lateen sails	definition	2
FEMORAL	Pertaining to the femur or thigh	definition	5
FENCING	The art or practice of attack and defense with the sword, esp	definition	45
FERROUS	Pertaining to, or derived from, iron	definition	13
FERTILE	Producing fruit or vegetation in abundance	definition	47
FESTIVE	Pertaining to, or becoming, a feast	definition	20
FIBROUS	Containing, or consisting of, fibers	definition	118
FICTILE	Molded, or capable of being molded, into form by art	definition	1
FICTION	The act of feigning, inventing, or imagining	definition	35
FILARIA	A genus of slender, nematode worms of many species, parasitic in various animals	definition	6
FILBERT	The fruit of the Corylus Avellana or hazel	proper	6
FILICIC	Pertaining to, or derived from, ferns	definition	1
FILIETY	The relation of a son to a father	definition	2
FINABLE	Liable or subject to a fine	definition	1
FINALLY	At the end or conclusion	definition	50
FINANCE	The income of a ruler or of a state	proper	15
FINESSE	Subtilty of contrivance to gain a point	definition	4
FINICAL	Affectedly fine	definition	16
FINLIKE	Resembling a fin	definition	5
FIREFLY	Any luminous winged insect, esp	definition	5
FISSION	A cleaving, splitting, or breaking up into parts	definition	29
FISSURE	A narrow opening, made by the parting of any substance	definition	45
FITNESS	The state or quality of being fit	proper	56
FLACCID	Yielding to pressure for want of firmness and stiffness	definition	7
FLANNEL	A soft, nappy, woolen cloth, of loose texture	definition	19
FLATTEN	To reduce to an even surface or one approaching evenness	definition	6
FLEMING	A native or inhabitant of Flanders	proper	36
FLIPPER	A broad flat limb used for swimming, as those of seals, sea turtles, whales, etc	proper	1
FLORIST	A cultivator of, or dealer in, flowers	definition	1
FLOTAGE	The state of floating	proper	1
FLOTANT	Represented as flying or streaming in the air	definition	1
FLOTSAM	Goods lost by shipwreck, and floating on the sea	proper	3
FLOUNCE	To throw the limbs and body one way and the other	definition	7
FLUSTER	To make hot and rosy, as with drinking	definition	2
FLUTTER	To vibrate or move quickly	definition	20
FLUVIAL	Belonging to rivers	definition	2
FLUXION	The act of flowing	definition	3
FLYAWAY	Disposed to fly away	definition	1
FLYBOAT	A large Dutch coasting vessel	proper	1
FOLIATE	Furnished with leaves	definition	1
